Movie_id,Movie_Name,Storyline,Budget,Language,Revenue,Image,Rating,Genre1,Genre2,Genre3,Cast1,Cast2,Cast3
70,Clifford the Big Red Dog,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",64000000,English,67000000,https://image.tmdb.org/t/p/w220_and_h330_face/oifhfVhUcuDjE61V5bS5dfShQrm.jpg,73,Family,Adventure,Comedy,Darby Camp,Jack Whitehall,Izaac Wang
71,Chernobyl: Abyss,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.,9100000,Russian,6459306,https://image.tmdb.org/t/p/w220_and_h330_face/AmJLuHjxPdIJO6vmymeWADG6jK5.jpg,61,Drama,History,Adventure,Danila Kozlovsky,Oksana Akinshina,Philip Avdeev
72,Pirates of the Caribbean: At World's End,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",300000000,English,961000000,https://image.tmdb.org/t/p/w220_and_h330_face/2YMnBRh8F6fDGCCEIPk9Hb0cEyB.jpg,72,Adventure,Fantasy,Action,Johnny Depp,Orlando Bloom,Keira Knightley
73,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",160000000,English,178143,https://image.tmdb.org/t/p/w220_and_h330_face/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,68,Action,Comedy,Crime,Dwayne Johnson,Ryan Reynolds,Gal Gadot
74,Redeeming Love,A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.,0,English,9100000,https://image.tmdb.org/t/p/w220_and_h330_face/pDc2HxQtC0MlKD4QfRvmKREEyhc.jpg,77,Drama,History,Romance,Logan Marshall-Green,Abigail Cowen,Nina Dobrev
75,Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",20000000,English,83601013,https://image.tmdb.org/t/p/w220_and_h330_face/nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg,72,Action,Fantasy,Adventure,Lewis Tan,Jessica McNamee,Josh Lawson
76,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",140000000,English,655011224,https://image.tmdb.org/t/p/w220_and_h330_face/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,78,Adventure,Fantasy,Action,Johnny Depp,Orlando Bloom,Keira Knightley
77,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",85000000,English,306766470,https://image.tmdb.org/t/p/w220_and_h330_face/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,74,Action,Science Fiction,Comedy,Ben Schwartz,James Marsden,Jim Carrey
78,Restless,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",0,French,0,https://image.tmdb.org/t/p/w220_and_h330_face/9MP21x0OPv0R72obd63tMHssmGt.jpg,60,Action,Thriller,Crime,Franck Gastambide,Simon Abkarian,Michaël Abiteboul
79,Crush,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/hayr56csDzCSADaejgrRMVPHyDy.jpg,75,Comedy,Romance,unknown,Rowan Blanchard,Auli'i Cravalho,Isabella Ferreira
80,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",190000000,English,156497322,https://image.tmdb.org/t/p/w220_and_h330_face/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,67,Science Fiction,Action,Adventure,Keanu Reeves,Carrie-Anne Moss,Yahya Abdul-Mateen II
81,The In Between,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/7RcyjraM1cB1Uxy2W9ZWrab4KCw.jpg,71,Romance,Science Fiction,Drama,Joey King,Kyle Allen,Kim Dickens
82,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,26000000,English,144327371,https://image.tmdb.org/t/p/w220_and_h330_face/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg,75,Animation,Family,Adventure,Iain Armitage,Lilly Bartlam,Will Brisbin
83,Honeymoon With My Mother,"José Luis has been jilted at the altar but everything has its bright side, and he goes on a honeymoon with his mother. On this trip, he discovers he doesn't know his mother and he loves her.",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/zmXaK4ajfTUOeb8K13uQ4fNfE8L.jpg,62,Comedy,unknown,unknown,Carmen Machi,Quim Gutiérrez,Justina Bustos
84,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",200000000,English,233503234,https://image.tmdb.org/t/p/w220_and_h330_face/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,82,Comedy,Crime,Adventure,Emma Stone,Emma Thompson,Joel Fry
85,Fistful of Vengeance,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/3cccEF9QZgV9bLWyupJO41HSrOV.jpg,54,Action,Crime,Fantasy,Iko Uwais,Lewis Tan,Jason Tobin
86,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",300000000,English,2046239637,https://image.tmdb.org/t/p/w220_and_h330_face/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,83,Adventure,Action,Science Fiction,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo
87,Operation Mincemeat,"In 1943, two British intelligence officers concoct Operation Mincemeat, wherein their plan to drop a corpse with false papers off the coast of Spain would fool Nazi spies into believing the Allied forces were planning to attack by way of Greece rather than Sicily.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/tfdfh1mK24VujxT5z11732asxdR.jpg,67,War,History,Drama,Colin Firth,Matthew Macfadyen,Kelly Macdonald
88,Queen of Spades,"According to legend, an ominous entity known as the Queen of Spades can be summoned by performing an ancient ritual. Four teenagers summon the Queen of Spades, but they could never imagine the horrors that await them.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/4IKBzVBPLXu9p5cfEfdJjHdlafV.jpg,65,Horror,unknown,unknown,Ava Preston,Daniel Kash,Kaelen Ohm
89,The Simpsons in Plusaversary,"The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/p5jzbffrXuBTjsiwrQ3aOMTrvCj.jpg,66,Animation,Comedy,Fantasy,Dan Castellaneta,Nancy Cartwright,Yeardley Smith
90,The Commando,"An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/mn1GYIQ1tvFuuu0YBNZBvrHyrkO.jpg,65,Action,Crime,Thriller,Michael Jai White,Mickey Rourke,Jeff Fahey
91,Free Guy,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,110000000,English,331096766,https://image.tmdb.org/t/p/w220_and_h330_face/xmbU4JTUm8rsdtn7Y3Fcm30GpeT.jpg,77,Comedy,Action,Adventure,Ryan Reynolds,Jodie Comer,Joe Keery
92,The Hunting,"When a mysterious animal attack leaves a mutilated body in the forest, a conservative small town detective must enlist the help of an eager wildlife specialist to uncover the dark and disturbing truth that threatens the town.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/kvhrltQIRp1u84ao9uj52YPaWNY.jpg,51,Horror,unknown,unknown,Angela Cole,Heidi Azaro,Alan Tuskes
93,Looop Lapeta,"When her boyfriend loses a mobster's cash, Savi races against the clock to save the day — if only she can break out of a curious cycle of dead ends.",69000000,Hindi,0,https://image.tmdb.org/t/p/w220_and_h330_face/onGdT8sYi89drvSJyEJnft97rOq.jpg,63,Action,Comedy,Crime,Taapsee Pannu,Tahir Raj Bhasin,Shreya Dhanwanthary
94,Dark Spell,Terror strikes when a heartbroken woman uses black magic to get her husband back.,90,Russian,532054,https://image.tmdb.org/t/p/w220_and_h330_face/2AbGdSGlU6CpiV3lswHUgE5CdAA.jpg,67,Romance,Horror,Thriller,Yana Enzhaeva,Konstantin Beloshapka,Ilya Ermolov
95,The Last Warrior: Root of Evil,"Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.",8400000,Russian,27658331,https://image.tmdb.org/t/p/w220_and_h330_face/4qE7mvUYGY5epfcgeJpM6EfHgq5.jpg,71,Fantasy,Adventure,Comedy,Viktor Horinyak,Mila Syvatska,Ekaterina Vilkova
96,The Weekend Away,"When her best friend vanishes during a girls' trip to Croatia, Beth races to figure out what happened. But each clue yields another unsettling deception.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/6MS0QEl7UK2gdFFbHfNwuYlsq4H.jpg,60,Thriller,Mystery,unknown,Leighton Meester,Christina Wolfe,Ziad Bakri
97,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,"The Chaldea Organization must deal with the Grand Temple of Solomon, the King of Magic, which has come to destroy the world.",0,Japanese,0,https://image.tmdb.org/t/p/w220_and_h330_face/1kRgPGHmqSpKdx1dzCjzG6QoYHb.jpg,65,Animation,Action,Adventure,Nobunaga Shimazaki,Rie Takahashi,Ayako Kawasumi
98,F9,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,200000000,English,726229501,https://image.tmdb.org/t/p/w220_and_h330_face/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg,73,Action,Crime,Thriller,Vin Diesel,Michelle Rodriguez,Tyrese Gibson
99,Nightmare Alley,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,60000000,English,39629195,https://image.tmdb.org/t/p/w220_and_h330_face/680klE0dIreQQOyWKFgNnCAJtws.jpg,70,Crime,Drama,Thriller,Bradley Cooper,Cate Blanchett,Toni Collette
100,Luca,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,200000000,English,49010641,https://image.tmdb.org/t/p/w220_and_h330_face/jTswp6KyDYKtvC52GbHagrZbGvD.jpg,79,Animation,Comedy,Family,Jacob Tremblay,Jack Dylan Grazer,Emma Berman
101,The 355,"A group of top female agents from American, British, Chinese, Columbian and German  government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",75000000,English,24000000,https://image.tmdb.org/t/p/w220_and_h330_face/uQt2dJFMnJmAp9zLAWNfGilK0BW.jpg,60,Action,Thriller,unknown,Jessica Chastain,Lupita Nyong'o,Penélope Cruz
102,Tarsilinha,Tarsilinha sets off on a journey to save her mother’s memory. The only way to do this is to find her mom's stolen keepsakes and overcome her own fears.,0,Portuguese,0,https://image.tmdb.org/t/p/w220_and_h330_face/szoK1qZ0YThXajLnkE8l7wygXpG.jpg,50,Animation,unknown,unknown,Alice Barion,Ando Camargo,Maira Chasseroux
103,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",39000000,English,201000000,https://image.tmdb.org/t/p/w220_and_h330_face/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,76,Horror,Mystery,Thriller,Patrick Wilson,Vera Farmiga,Ruairi O'Connor
104,Antlers,"A small-town Oregon teacher and her brother, the local sheriff, discover a young student is harbouring a dangerous secret that could have frightening consequences.",0,English,18312201,https://image.tmdb.org/t/p/w220_and_h330_face/cMch3tiexw3FdOEeZxMWVel61Xg.jpg,64,Drama,Horror,Mystery,Keri Russell,Jesse Plemons,Jeremy Thomas
